Date,Close
01/12/2023 15:30:00,62.75
08/12/2023 15:30:00,70.85
15/12/2023 15:30:00,108.3
22/12/2023 15:30:00,109.85
29/12/2023 15:30:00,102.8
05/01/2024 15:30:00,105.1
12/01/2024 15:30:00,110.75
25/01/2024 15:30:00,169.8
02/02/2024 15:30:00,195.05
09/02/2024 15:30:00,179.6
16/02/2024 15:30:00,177.95
23/02/2024 15:30:00,159.45
01/03/2024 15:30:00,147.95
07/03/2024 15:30:00,147.95
15/03/2024 15:30:00,128.75
22/03/2024 15:30:00,138.65
28/03/2024 15:30:00,135.9
05/04/2024 15:30:00,176.45
12/04/2024 15:30:00,167.2
19/04/2024 15:30:00,160.7
26/04/2024 15:30:00,170.65
03/05/2024 15:30:00,179.65
10/05/2024 15:30:00,164.7
24/05/2024 15:30:00,185.55
31/05/2024 15:30:00,184.8
07/06/2024 15:30:00,180.85
14/06/2024 15:30:00,179.11
21/06/2024 15:30:00,187.54
28/06/2024 15:30:00,190.44
05/07/2024 15:30:00,228.84
12/07/2024 15:30:00,284.26
19/07/2024 15:30:00,272.1
26/07/2024 15:30:00,258.03
02/08/2024 15:30:00,254.5
09/08/2024 15:30:00,243.45
16/08/2024 15:30:00,240.1
23/08/2024 15:30:00,260.3
30/08/2024 15:30:00,241.5
06/09/2024 15:30:00,227.4
13/09/2024 15:30:00,231.59
20/09/2024 15:30:00,232.37
27/09/2024 15:30:00,232.19
04/10/2024 15:30:00,221.66
11/10/2024 15:30:00,228.61
18/10/2024 15:30:00,216.14
25/10/2024 15:30:00,191.26
08/11/2024 15:30:00,200.58
14/11/2024 15:30:00,189.86
22/11/2024 15:30:00,185.5
29/11/2024 15:30:00,205.16
06/12/2024 15:30:00,221.25
13/12/2024 15:30:00,217.48
20/12/2024 15:30:00,206.32
27/12/2024 15:30:00,196.94
03/01/2025 15:30:00,230.55
10/01/2025 15:30:00,201.15
17/01/2025 15:30:00,207.1
24/01/2025 15:30:00,194.88
07/02/2025 15:30:00,188.65
14/02/2025 15:30:00,168.16
21/02/2025 15:30:00,177.34
28/02/2025 15:30:00,156.02
07/03/2025 15:30:00,149.59
13/03/2025 15:30:00,139.85
