Date,Close
02/01/2015 15:30:00,74.5
09/01/2015 15:30:00,74.63
16/01/2015 15:30:00,72.38
23/01/2015 15:30:00,71.95
30/01/2015 15:30:00,70.93
06/02/2015 15:30:00,69.83
13/02/2015 15:30:00,69.97
20/02/2015 15:30:00,69.43
05/03/2015 15:30:00,73.35
13/03/2015 15:30:00,68.0
20/03/2015 15:30:00,68.75
27/03/2015 15:30:00,65.78
01/04/2015 15:30:00,66.6
10/04/2015 15:30:00,64.35
17/04/2015 15:30:00,65.83
24/04/2015 15:30:00,63.15
30/04/2015 15:30:00,65.7
08/05/2015 15:30:00,65.65
15/05/2015 15:30:00,69.4
22/05/2015 15:30:00,70.22
29/05/2015 15:30:00,71.45
05/06/2015 15:30:00,67.68
12/06/2015 15:30:00,65.88
19/06/2015 15:30:00,70.8
26/06/2015 15:30:00,73.72
03/07/2015 15:30:00,77.28
10/07/2015 15:30:00,76.05
17/07/2015 15:30:00,75.8
24/07/2015 15:30:00,69.7
31/07/2015 15:30:00,67.75
07/08/2015 15:30:00,67.95
14/08/2015 15:30:00,67.2
21/08/2015 15:30:00,67.0
28/08/2015 15:30:00,62.45
04/09/2015 15:30:00,57.7
11/09/2015 15:30:00,60.4
18/09/2015 15:30:00,63.2
24/09/2015 15:30:00,64.45
01/10/2015 15:30:00,65.35
09/10/2015 15:30:00,64.3
16/10/2015 15:30:00,57.05
23/10/2015 15:30:00,57.05
30/10/2015 15:30:00,54.25
06/11/2015 15:30:00,54.6
13/11/2015 15:30:00,53.7
20/11/2015 15:30:00,56.4
27/11/2015 15:30:00,58.75
04/12/2015 15:30:00,56.8
11/12/2015 15:30:00,54.4
18/12/2015 15:30:00,55.1
24/12/2015 15:30:00,56.2
01/01/2016 15:30:00,56.95
08/01/2016 15:30:00,52.6
15/01/2016 15:30:00,47.95
22/01/2016 15:30:00,48.6
29/01/2016 15:30:00,46.15
05/02/2016 15:30:00,45.8
19/02/2016 15:30:00,48.3
26/02/2016 15:30:00,46.05
04/03/2016 15:30:00,49.9
11/03/2016 15:30:00,48.5
18/03/2016 15:30:00,49.9
23/03/2016 15:30:00,49.6
01/04/2016 15:30:00,46.75
08/04/2016 15:30:00,43.15
13/04/2016 15:30:00,44.75
22/04/2016 15:30:00,47.4
29/04/2016 15:30:00,45.85
06/05/2016 15:30:00,48.2
13/05/2016 15:30:00,49.95
20/05/2016 15:30:00,50.6
27/05/2016 15:30:00,52.55
03/06/2016 15:30:00,51.0
10/06/2016 15:30:00,58.45
17/06/2016 15:30:00,57.75
24/06/2016 15:30:00,55.05
01/07/2016 15:30:00,59.0
08/07/2016 15:30:00,60.95
15/07/2016 15:30:00,61.55
22/07/2016 15:30:00,63.85
29/07/2016 15:30:00,64.65
05/08/2016 15:30:00,64.15
12/08/2016 15:30:00,63.6
19/08/2016 15:30:00,66.5
26/08/2016 15:30:00,66.55
02/09/2016 15:30:00,70.1
09/09/2016 15:30:00,73.45
16/09/2016 15:30:00,72.45
23/09/2016 15:30:00,72.9
30/09/2016 15:30:00,72.0
07/10/2016 15:30:00,73.2
14/10/2016 15:30:00,70.95
21/10/2016 15:30:00,73.15
28/10/2016 15:30:00,81.95
04/11/2016 15:30:00,76.6
