Date,Close
02/01/2015 15:30:00,2451.75
09/01/2015 15:30:00,2375.85
16/01/2015 15:30:00,2420.15
23/01/2015 15:30:00,2441.5
30/01/2015 15:30:00,2391.7
06/02/2015 15:30:00,2223.3
13/02/2015 15:30:00,2260.8
20/02/2015 15:30:00,2206.8
05/03/2015 15:30:00,2118.65
13/03/2015 15:30:00,2023.1
20/03/2015 15:30:00,2017.85
27/03/2015 15:30:00,2016.9
01/04/2015 15:30:00,2019.8
10/04/2015 15:30:00,2098.75
17/04/2015 15:30:00,2065.3
24/04/2015 15:30:00,1998.85
30/04/2015 15:30:00,1948.65
08/05/2015 15:30:00,2123.05
15/05/2015 15:30:00,2186.5
22/05/2015 15:30:00,2307.45
29/05/2015 15:30:00,2316.1
05/06/2015 15:30:00,2198.5
12/06/2015 15:30:00,2286.3
19/06/2015 15:30:00,2407.75
26/06/2015 15:30:00,2544.8
03/07/2015 15:30:00,2588
10/07/2015 15:30:00,2466.8
17/07/2015 15:30:00,2529.45
24/07/2015 15:30:00,2497.35
31/07/2015 15:30:00,2525.3
07/08/2015 15:30:00,2537.4
14/08/2015 15:30:00,2558.6
21/08/2015 15:30:00,2406.2
28/08/2015 15:30:00,2279.55
04/09/2015 15:30:00,2211
11/09/2015 15:30:00,2325.8
18/09/2015 15:30:00,2297.5
24/09/2015 15:30:00,2282.95
01/10/2015 15:30:00,2315.1
09/10/2015 15:30:00,2449.6
16/10/2015 15:30:00,2461.5
16/10/2015 15:30:00,2515.65

23/10/2015 15:30:00,2515.65
30/10/2015 15:30:00,2550.45
06/11/2015 15:30:00,2429.45
13/11/2015 15:30:00,2380.45
20/11/2015 15:30:00,2476.65
27/11/2015 15:30:00,2447.85
04/12/2015 15:30:00,2472.55
11/12/2015 15:30:00,2416.25
18/12/2015 15:30:00,2469.55
24/12/2015 15:30:00,2482.9
01/01/2016 15:30:00,2518
08/01/2016 15:30:00,2375.85
15/01/2016 15:30:00,2322.15
22/01/2016 15:30:00,2318.85
29/01/2016 15:30:00,2341.95
05/02/2016 15:30:00,2366.35
12/02/2016 15:30:00,2304
19/02/2016 15:30:00,2455.8
26/02/2016 15:30:00,2238.1
04/03/2016 15:30:00,2306.25
11/03/2016 15:30:00,2325.9
18/03/2016 15:30:00,2303.35
23/03/2016 15:30:00,2356.4
01/04/2016 15:30:00,2419.85
08/04/2016 15:30:00,2389.45
13/04/2016 15:30:00,2582.5
22/04/2016 15:30:00,2522.15
29/04/2016 15:30:00,2491.95
06/05/2016 15:30:00,2435.2
13/05/2016 15:30:00,2517.7
20/05/2016 15:30:00,2453
27/05/2016 15:30:00,2563.7
03/06/2016 15:30:00,2639.2
10/06/2016 15:30:00,2579.95
17/06/2016 15:30:00,2581.4
24/06/2016 15:30:00,2678.8
01/07/2016 15:30:00,2671.25
08/07/2016 15:30:00,2604.6
15/07/2016 15:30:00,2695.6
22/07/2016 15:30:00,2720.6
29/07/2016 15:30:00,2700.8
05/08/2016 15:30:00,2862.1
12/08/2016 15:30:00,2868.7
19/08/2016 15:30:00,2933.2
26/08/2016 15:30:00,2858.25
02/09/2016 15:30:00,2998.05
09/09/2016 15:30:00,3036.45
16/09/2016 15:30:00,2981.6
23/09/2016 15:30:00,2929.65
30/09/2016 15:30:00,2827.6
07/10/2016 15:30:00,2883.5
14/10/2016 15:30:00,2798.3
21/10/2016 15:30:00,2802.35
28/10/2016 15:30:00,2848.1
04/11/2016 15:30:00,2814.3
11/11/2016 15:30:00,2647.6
18/11/2016 15:30:00,2574.8
25/11/2016 15:30:00,2613.05
02/12/2016 15:30:00,2701.35
09/12/2016 15:30:00,2720.15
16/12/2016 15:30:00,2659.5
23/12/2016 15:30:00,2618.8
30/12/2016 15:30:00,2632.2
06/01/2017 15:30:00,2707.35
13/01/2017 15:30:00,2708.55
20/01/2017 15:30:00,2701.05
27/01/2017 15:30:00,2854.1
03/02/2017 15:30:00,2808.1
10/02/2017 15:30:00,2800.8
17/02/2017 15:30:00,2778.9
23/02/2017 15:30:00,2814.1
03/03/2017 15:30:00,2832.8
10/03/2017 15:30:00,2864.55
17/03/2017 15:30:00,2912.5
24/03/2017 15:30:00,2843
31/03/2017 15:30:00,2805.45
07/04/2017 15:30:00,2830.45
13/04/2017 15:30:00,2848.15
21/04/2017 15:30:00,2824.3
28/04/2017 15:30:00,2864
05/05/2017 15:30:00,2887.65
12/05/2017 15:30:00,3004.8
19/05/2017 15:30:00,2972.65
26/05/2017 15:30:00,2814.1
02/06/2017 15:30:00,2852.85
09/06/2017 15:30:00,2865.8
16/06/2017 15:30:00,2809.8
23/06/2017 15:30:00,2824.3
30/06/2017 15:30:00,2791.2
07/07/2017 15:30:00,2708.25
14/07/2017 15:30:00,2809.8
21/07/2017 15:30:00,2815.8
28/07/2017 15:30:00,2828.15
04/08/2017 15:30:00,2874.65
11/08/2017 15:30:00,2788.2
18/08/2017 15:30:00,2811.35
24/08/2017 15:30:00,2728.55
01/09/2017 15:30:00,2916.35
08/09/2017 15:30:00,2915.45
15/09/2017 15:30:00,3025.6
22/09/2017 15:30:00,3042.45
29/09/2017 15:30:00,3109.4
06/10/2017 15:30:00,3141.55
13/10/2017 15:30:00,3160.85
19/10/2017 20:00:00,3204
27/10/2017 15:30:00,3300.15
03/11/2017 15:30:00,3217.45
10/11/2017 15:30:00,3253.35
17/11/2017 15:30:00,3206.85
24/11/2017 15:30:00,3288.3
01/12/2017 15:30:00,3216.9
08/12/2017 15:30:00,3212.65
15/12/2017 15:30:00,3198.8
22/12/2017 15:30:00,3328.95
29/12/2017 15:30:00,3333.6
05/01/2018 15:30:00,3279.85
12/01/2018 15:30:00,3175.35
19/01/2018 15:30:00,3210.4
25/01/2018 15:30:00,3311.7
02/02/2018 15:30:00,3241.3
09/02/2018 15:30:00,3099.25
16/02/2018 15:30:00,3103.9
23/02/2018 15:30:00,2986.4
01/03/2018 15:30:00,3020.9
09/03/2018 15:30:00,2935.4
16/03/2018 15:30:00,2910.45
23/03/2018 15:30:00,2789.95
28/03/2018 15:30:00,2744.7
06/04/2018 15:30:00,2786.4
13/04/2018 15:30:00,2786.2
20/04/2018 15:30:00,2852.7
27/04/2018 15:30:00,2947.15
04/05/2018 15:30:00,2888.65
11/05/2018 15:30:00,2815.45
18/05/2018 15:30:00,2787.5
25/05/2018 15:30:00,2758.5
01/06/2018 15:30:00,2896.55
08/06/2018 15:30:00,2874.05
15/06/2018 15:30:00,2877.15
22/06/2018 15:30:00,2832.2
29/06/2018 15:30:00,2810.3
06/07/2018 15:30:00,3020.1
13/07/2018 15:30:00,3138.65
20/07/2018 15:30:00,2839.6
27/07/2018 15:30:00,2686.75
03/08/2018 15:30:00,2690.45
10/08/2018 15:30:00,2629.7
17/08/2018 15:30:00,2661.35
24/08/2018 15:30:00,2682.25
31/08/2018 15:30:00,2744.85
07/09/2018 15:30:00,2923.55
14/09/2018 15:30:00,2877.5
21/09/2018 15:30:00,2799.2
28/09/2018 15:30:00,2687.45
05/10/2018 15:30:00,2543.05
12/10/2018 15:30:00,2623.05
19/10/2018 15:30:00,2510.25
26/10/2018 15:30:00,2513.75
02/11/2018 15:30:00,2657.75
09/11/2018 15:30:00,2693.05
16/11/2018 15:30:00,2695.35
22/11/2018 15:30:00,2590.35
30/11/2018 15:30:00,2745.7
07/12/2018 15:30:00,2786.2
14/12/2018 15:30:00,2823.15
21/12/2018 15:30:00,2808.45
28/12/2018 15:30:00,2717.5
04/01/2019 15:30:00,2734.2
11/01/2019 15:30:00,2720.95
18/01/2019 15:30:00,2720.75
25/01/2019 15:30:00,2626.35
01/02/2019 15:30:00,2602.75
08/02/2019 15:30:00,2851.4
15/02/2019 15:30:00,2825.95
22/02/2019 15:30:00,2816.85
01/03/2019 15:30:00,2863.5
08/03/2019 15:30:00,2955.7
15/03/2019 15:30:00,3023.8
22/03/2019 15:30:00,2949.75
29/03/2019 15:30:00,2911.1
05/04/2019 15:30:00,2861.65
12/04/2019 15:30:00,3008.15
18/04/2019 15:30:00,3069.5
26/04/2019 15:30:00,3044.65
03/05/2019 15:30:00,3059.75
10/05/2019 15:30:00,2966.2
17/05/2019 15:30:00,3040.05
24/05/2019 15:30:00,3077.9
31/05/2019 15:30:00,2925.9
07/06/2019 15:30:00,2961.4
14/06/2019 15:30:00,2872.55
21/06/2019 15:30:00,2875.55
28/06/2019 15:30:00,2827.05
05/07/2019 15:30:00,2842.55
12/07/2019 15:30:00,2722.55
19/07/2019 15:30:00,2558.25
26/07/2019 15:30:00,2618.65
02/08/2019 15:30:00,2600.55
09/08/2019 15:30:00,2707.6
16/08/2019 15:30:00,2750.95
23/08/2019 15:30:00,2749.15
30/08/2019 15:30:00,2788.3
06/09/2019 15:30:00,2839.35
13/09/2019 15:30:00,2878.2
20/09/2019 15:30:00,2929.25
27/09/2019 15:30:00,2957.5
04/10/2019 15:30:00,2863.55
11/10/2019 15:30:00,2898.8
18/10/2019 15:30:00,3087.05
25/10/2019 19:00:00,3129.65
01/11/2019 15:30:00,3232.65
08/11/2019 15:30:00,3245.55
15/11/2019 15:30:00,3215.35
22/11/2019 15:30:00,3152.35
29/11/2019 15:30:00,3176
06/12/2019 15:30:00,3206.1
13/12/2019 15:30:00,3232.9
20/12/2019 15:30:00,3203.75
27/12/2019 15:30:00,3241.95
03/01/2020 15:30:00,3072.05
10/01/2020 15:30:00,3101.2
17/01/2020 15:30:00,3118.1
24/01/2020 15:30:00,3074.15
01/02/2020 17:00:00,3139.8
07/02/2020 15:30:00,3134.85
14/02/2020 15:30:00,3146.4
20/02/2020 15:30:00,3065.5
28/02/2020 15:30:00,2890
06/03/2020 15:30:00,2735.05
13/03/2020 15:30:00,2357.1
20/03/2020 15:30:00,2242.3
27/03/2020 15:30:00,2053.45
03/04/2020 15:30:00,2033.75
09/04/2020 15:30:00,2435.95
17/04/2020 15:30:00,2379.15
24/04/2020 15:30:00,2445.35
30/04/2020 15:30:00,2623.3
08/05/2020 15:30:00,2419.05
15/05/2020 15:30:00,2663.6
22/05/2020 15:30:00,2553.75
29/05/2020 15:30:00,2710.5
05/06/2020 15:30:00,2776.3
12/06/2020 15:30:00,2782.15
19/06/2020 15:30:00,2674.35
26/06/2020 15:30:00,2867.6
03/07/2020 15:30:00,2932.4
10/07/2020 15:30:00,2894.7
17/07/2020 15:30:00,2995
24/07/2020 15:30:00,2985.5
31/07/2020 15:30:00,3004.95
07/08/2020 15:30:00,3001.7
14/08/2020 15:30:00,2987.55
21/08/2020 15:30:00,3053.15
28/08/2020 15:30:00,3014.15
04/09/2020 15:30:00,2883.2
11/09/2020 15:30:00,2916.35
18/09/2020 15:30:00,3050.95
25/09/2020 15:30:00,2957.4
01/10/2020 15:30:00,2985.4
09/10/2020 15:30:00,3059.8
16/10/2020 15:30:00,3044.75
23/10/2020 15:30:00,3082.25
30/10/2020 15:30:00,2886.9
06/11/2020 15:30:00,2977.4
20/11/2020 15:30:00,3058.55
27/11/2020 15:30:00,3173.55
04/12/2020 15:30:00,3311.4
11/12/2020 15:30:00,3327.65
18/12/2020 15:30:00,3347.55
24/12/2020 15:30:00,3374.75
01/01/2021 15:30:00,3481.25
08/01/2021 15:30:00,3529.15
15/01/2021 15:30:00,3580.3
22/01/2021 15:30:00,4089.5
29/01/2021 15:30:00,4005.8
05/02/2021 15:30:00,4231.25
12/02/2021 15:30:00,4136.05
19/02/2021 15:30:00,4001.1
26/02/2021 15:30:00,3798.7
05/03/2021 15:30:00,3852.85
12/03/2021 15:30:00,3746.4
19/03/2021 15:30:00,3650.05
26/03/2021 15:30:00,3600.05
01/04/2021 15:30:00,3743.05
09/04/2021 15:30:00,3651.3
16/04/2021 15:30:00,3634.65
23/04/2021 15:30:00,3672.5
30/04/2021 15:30:00,3833.75
07/05/2021 15:30:00,3866.75
14/05/2021 15:30:00,3848.8
21/05/2021 15:30:00,4125.55
28/05/2021 15:30:00,4199.5
04/06/2021 15:30:00,4250.05
11/06/2021 15:30:00,4172.5
18/06/2021 15:30:00,4167.1
25/06/2021 15:30:00,4196.15
02/07/2021 15:30:00,4175.35
09/07/2021 15:30:00,3995.9
16/07/2021 15:30:00,3931.95
23/07/2021 15:30:00,3841.9
30/07/2021 15:30:00,3829.6
06/08/2021 15:30:00,3847.85
13/08/2021 15:30:00,3825.75
20/08/2021 15:30:00,3751.5
27/08/2021 15:30:00,3699.45
03/09/2021 15:30:00,3757.5
09/09/2021 15:30:00,3700.6
17/09/2021 15:30:00,3822.2
24/09/2021 15:30:00,3809.8
01/10/2021 15:30:00,3852.6
08/10/2021 15:30:00,3815.55
14/10/2021 15:30:00,3965.9
22/10/2021 15:30:00,3866.5
29/10/2021 15:30:00,3707.25
04/11/2021 19:15:00,3759.35
12/11/2021 15:30:00,3635.05
18/11/2021 15:30:00,3547.55
26/11/2021 15:30:00,3334.6
03/12/2021 15:30:00,3287.85
10/12/2021 15:30:00,3344.75
17/12/2021 15:30:00,3179.15
24/12/2021 15:30:00,3152.05
31/12/2021 15:30:00,3249.25
07/01/2022 15:30:00,3392.5
14/01/2022 15:30:00,3432.8
21/01/2022 15:30:00,3419.8
28/01/2022 15:30:00,3497.2
04/02/2022 15:30:00,3565.35
11/02/2022 15:30:00,3566.65
18/02/2022 15:30:00,3632.15
25/02/2022 15:30:00,3508.4
04/03/2022 15:30:00,3242.1
11/03/2022 15:30:00,3423
